runtime_label	lane	claim_layer	current_status	origin_status	legacy_source_link_status	legacy_pattern_edge_count	claim_source_row_count	mapped_external_source_count	mapped_external_source_ids	mapping_batch	cumulative_mapping	mapping_status	mapping_disposition	research_priority	next_action
SeemingPerfectiveResultClause	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-KEDZIOR-2023;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	COMPONENTS_LINKED_EXACT_SIX_PART_WRAPPER_SOURCE_GAP_AND_CLAUSE_COMPOSITION_REALIGNMENT_REQUIRED	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Quarantine/merge fixed six-slot wrapper into ordinary stance, temporal, locative, weather, and aspect composition.
SerialVerbPurposeChain	LANE-09	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	12	3	SRC-CHOR-2018-DIRECTIONALS,SRC-LAM-BODOMO-2003-VERB-ORDER,SRC-MATTHEWS-2006-SVC	CP021B-R16	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R16.tsv	COMPLETE_WITH_SERIAL_PURPOSE_RELATION_AND_REPRESENTATION_BOUNDARIES	SOURCE_LINKED_SPLIT_AND_PURPOSE_LINKER_NARROWING_REQUIRED	R16_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split overt purposive-linker, motion-purpose, unmarked serial, and longer-chain profiles; require semantic/contextual licensing and preserve 嚟/去 asymmetry before implementation.
SourceMotionClause	LANE-09	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-LEUNG-2014-COVERBS,SRC-LEUNG-2026-MOTION,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R2	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R2_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
SpeechTransferClause	LANE-08	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-MATTHEWS-2006-SVC,SRC-YIP-MATTHEWS-2017-INTERMEDIATE	CP021B-R31	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R31.tsv	EXACT_SURFACE_LINKED_TRANSPARENT_WRAPPER_REDUNDANCY	SOURCE_LINKED_TRANSPARENT_SPEECH_EFFECT_CLAUSE_WRAPPER_MERGE_OR_RETIRE	R31_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Merge or retire the transparent outer wrapper while preserving the sourced inner communication sequence.
StativeNominalComplement	LANE-06	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	1	SRC-SIO-2011-GE3	CP021B-R11	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R11.tsv	COMPLETE_WITH_HEADED_HEADLESS_AND_FINAL_GE3_SPLIT	SOURCE_LINKED_SPLIT_AND_RELABEL_REQUIRED	R11_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split headless modifier-ge3 nominal use from headed modified NP and sentence-final ge3; insert no hidden noun.
StativePredicate	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-FRANCIS-MATTHEWS-2005-VERB-CATEGORY,SRC-YIP-1988-NEGATION	CP021B-R8	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R8.tsv	COMPLETE_WITH_BARE_DEGREE_NEGATION_AND_CLAUSE_SPLITS	SOURCE_LINKED_SPLIT_REQUIRED	R8_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split bare property predicate, overt degree-marked predicate, overt negated predicate, lexicalized unit, and clause-level subject predication before any implementation; keep bundle routing internal.
SubjectModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	MERGE_SUBJECT_PLUS_MODAL_VP_INTO_GENERIC_CLAUSE_WRAPPER	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Merge into generic clause composition while preserving the subject and ModalVP children; do not maintain a separate construction family.
SubjectPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	KEEP_INTERNAL_BROAD_CLAUSE_SPAN_PREDICATE_SUBTYPE_MUST_REMAIN_VISIBLE	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Keep as transparent clause-span structure only; preserve the typed predicate child and prevent the broad wrapper from licensing valency, word order, omission, or predicate subtype.
SuggestionQuestion	LANE-07	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	1	SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R27.tsv	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES	SOURCE_LINKED_SUGGESTION_UTTERANCE_REALIGNMENT_AND_PARTICLE_CONTEXT_SPLIT_REQUIRED	R27_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Realign as marker-specific suggestion force over an overt proposal clause/VP; do not infer interrogative syntax from translation or final particle.
TemporalAdverbialClause	LANE-02	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	1	SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES	CP021B-R12	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R12.tsv	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES	SOURCE_LINKED_DORMANT_REDEFINE_AND_SPLIT_REQUIRED	R12_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Redefine the dormant label around explicit 喺- and 當-temporal-clause subtypes; keep syntactic theory and hidden operators out of learner output.
TemporalClause	LANE-10	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	3	SRC-WONG-2002-CANTONESE-ADVERBS,SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R12	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R12.tsv	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES	SOURCE_LINKED_SPLIT_AND_REPRESENTATION_REALIGNMENT_REQUIRED	R12_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Separate simple temporal framing from subordinate temporal clauses and retire role-driven fallback logic in any future authorized design.
TimeNP	LANE-10	language	research_pending	legacy_origin_not_proven	no_pattern_specific_external_edge	0	7	4	SRC-TANG-2024-CANTONESE-GRAMMAR-GUIDE,SRC-WONG-2002-CANTONESE-ADVERBS,SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES,SRC-YIP-MATTHEWS-2000-BASIC	CP021B-R12	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R12.tsv	COMPLETE_WITH_TEMPORAL_SUBTYPE_AND_HEAD_SELECTION_BOUNDARIES	SOURCE_LINKED_SPLIT_AND_HEAD_SPECIFIC_CLASSIFIER_REQUIRED	R12_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split lexical/deictic time forms by head-specific classifier behavior and keep nominal form separate from clause-level temporal role before any implementation.
TimeToActionFrame	LANE-10	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	2	SRC-YIP-2024-TEMPORAL-ADVERBIAL-CLAUSES;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R27	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R27.tsv	COMPLETE_WITH_SPLIT_GAP_AND_REALIGNMENT_BOUNDARIES	COMPONENTS_LINKED_EXACT_HAI6_SI4HAU6_ACTION_FRAME_SOURCE_GAP_AND_QUARANTINE_OR_MERGE_REQUIRED	R27_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep quarantined or merge into ordinary copular/temporal/predicate components until the exact 係時候+action construction is directly sourced.
Topic	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	RENAME_INTERNAL_DISCOURSE_TOPIC_ROLE_WRAPPER_NO_AUTOMATIC_SYNTACTIC_TOPIC_CLAIM	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Rename or document as an internal discourse-role wrapper; require independent evidence before asserting syntactic topic status, chains, gaps, or null-object linkage.
TopicComment	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	NARROW_TOPICCOMMENT_TO_COMPLETE_TOPIC_AND_TYPED_COMMENT_WITH_FULL_SPAN_COVERAGE	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Quarantine for remediation; require a complete typed comment predicate, full-span coverage, and independently supported topic/comment relation.
TopicCommentClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	RETIRE_DORMANT_DUPLICATE_OF_TOPICCOMMENT	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Retire from the active registry and preserve any historical references as an alias to the canonical disposition.
TopicModalPredicateClause	LANE-10	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	MERGE_TOPIC_PLUS_MODAL_VP_INTO_GENERIC_CLAUSE_WRAPPER	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Merge into generic clause composition; keep any topic analysis and modal semantics separately evidenced.
LexicalGiveRelation	LANE-08	language	provisional	external_evidence_originated	authority_origin_scoped_edges_recorded	10	10	6	SRC-BODOMO-LAM-YU-2003,SRC-CHIN-2011-BEI,SRC-LI-LEE-2021-DATIVE,SRC-NGAI-2023-BEI,SRC-WONG-2023-BEI,SRC-XU-PEYRAUBE-1997-DOC	CP021B-R1	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R5.tsv	COMPLETE_WITH_BOUNDARIES	SOURCE_LINKED_PROVISIONAL	R1_CLAIM_LEVEL_MAPPING_COMPLETE	Use the cumulative R4 source matrix; retain SOURCE_LINKED_PROVISIONAL until behavior review.
TransformationResultFrame	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-KEDZIOR-2023;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	TRANSPARENT_TOPIC_PLUS_TRANSFORMATION_PREDICATE_WRAPPER_MERGE_OR_RETIRE_WITH_EXACT_FORM_GAP	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Review for dependency-aware retirement as a transparent topic wrapper; preserve child exact-form gap.
TransformationResultPredicate	LANE-05	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-KEDZIOR-2023;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R28	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R28.tsv	COMPLETE_WITH_SPLIT_GAP_MERGE_AND_REALIGNMENT_BOUNDARIES	COMPONENTS_SOURCE_LINKED_EXACT_BIN3_ZO2_ZOU6_RESULT_LINKER_GAP_AND_LEXICAL_NARROWING_REQUIRED	R28_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Keep exact 變咗做 and 做-linker analysis research-pending; do not analogize from 變成.
TransitiveVP	LANE-10	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	6	2	SRC-ALDERETE-ETAL-2017-SYNOPSIS,SRC-WONG-2023-LANGUAGE-SAMPLE	CP021B-R33	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R33.tsv	TRANSITIVE_SCHEMA_LINKED_VALENCY_AND_NULL_ARGUMENT_SPLIT	SOURCE_LINKED_TRANSITIVE_VP_SCHEMA_WITH_LEXEME_VALENCY_NULL_ARGUMENT_AND_COMPLEMENT_TYPE_SPLIT_REQUIRED	R33_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Retain as an internal transparent wrapper only after lexeme/use valency and complement type are established; keep overt objects, null arguments, relative gaps, and ditransitives distinct.
VPComplementFrame	LANE-08	representation	parser_heuristic	internal_representation_only	external_language_source_not_applicable_to_internal_claim	0	0	0		CP021B-R34	PARSER-CONSTRUCTION-INTERNAL-DISPOSITION-MATRIX-CP021B-R34.tsv	COMPLETE_INTERNAL_DISPOSITION	NARROW_BY_LEXEME_COMPLEMENT_SELECTION_OR_MERGE_TO_TYPED_PREDICATES	INTERNAL_DISPOSITION_COMPLETE_LANGUAGE_PRECONDITION_RECORDED	Quarantine the generic fallback; replace with lexeme/construction-specific complement licensing or merge transparent grouping into typed predicate families.
VerbComplementVP	LANE-05	language	provisional	legacy_origin_not_proven	no_pattern_specific_external_edge	0	5	3	SRC-CHENG-SYBESMA-2004-POSTVERBAL-DAK,SRC-LAU-LEE-2021-RVC,SRC-SHAN-JIN-2025-MOTION-TYPOLOGY	CP021B-R10	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R10.tsv	COMPLETE_AS_HETEROGENEOUS_UMBRELLA_SPLIT	SOURCE_LINKED_UMBRELLA_SPLIT_REQUIRED	R10_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Split descriptive, directional, resultative, restorative, repetitive, and caused-motion profiles; keep umbrella internal-only until replacement design.
VocativeAddressTerm	LANE-10	language	lexicalized_only	legacy_origin_not_proven	no_pattern_specific_external_edge	0	8	3	SRC-CHEUNG-1990-ADDRESS;SRC-CHOW-2007-CANTONESE-EVERYONE;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	ADDRESS_SYSTEM_SOURCE_LINKED_LEXICAL_SOCIAL_SUBTYPES_AND_GENERATIVE_CROSSPRODUCT_NARROWING_REQUIRED	ADDRESS_SYSTEM_SOURCE_LINKED_LEXICAL_SOCIAL_SUBTYPES_AND_GENERATIVE_CROSSPRODUCT_NARROWING_REQUIRED	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
WhClassifierQuestion	LANE-06	language	unsupported_generalization	legacy_origin_not_proven	no_pattern_specific_external_edge	0	9	3	SRC-WONG-2023-LANGUAGE-SAMPLE;SRC-XIA-2025-CLASSIFIERS;SRC-ZHENG-ZHANG-GAO-2021-HK-CANTONESE-COURSE	CP021B-R20	PARSER-CONSTRUCTION-SOURCE-MATRIX-CP021B-R20.tsv	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED	SOURCE_LINKED_WH_NP_SCHEMA_NODE_REALIGNMENT_AND_ELLIPSIS_SPLIT_REQUIRED	R20_CLAIM_LEVEL_MAPPING_COMPLETE_NO_IMPLEMENTATION	Preserve the R20 evidence boundaries; any runtime change requires a separate authorized implementation and validation event.
