construction	candidate_id	source_file	turn_index_zero_based	participant	matched_surface_span	matched_pos	text	previous_text	next_text
AA07	aa07-feb6ade77b237e917600	FC-020_v.cha	396	XXB	嘅人	u+n	可以變成一個有成就嘅人啊,即係出名啊.	係囖.	係嘞.
AA07	aa07-7e76584c2f5818ee7d37	FC-020_v.cha	399	XXA	嘅潛能	u+n	即係佢可以發展佢嘅潛能,我覺得佢哩方面都幾好𡃉.	係嘞.	係啊,係啊.
AA07	aa07-afbb1bbf3039bd429930	FC-020_v.cha	408	XXA	嘅嘢	u+n	咦!我嗰次好似聽講你好似話去in一份唔知點樣,係好多嘢𡃉喎,又要睇好多嘢啊,之類嘅嘢𡃉喎.	係呀?	係呀?
AA07	aa07-354e294380b56ed9fbd3	FC-020_v.cha	431	XXB	嘅佣金	u+n	即係佢會係請嗰啲比較高級嗰啲職員噉樣囖幫人哋,噉幫親人哋-即係請哩一個人呢,佢話佢嘅佣金就會有成五六十萬𡃉起碼.	係嘞,係嘞.	嘩!一年定一個月定一個人啊?
AA07	aa07-5ad4effdbe3915c81d6d	FC-020_v.cha	445	XXB	嘅同學	u+n	噉跟住嗰隻disk裏邊呢,就係有介紹嗰間公司喇,同埋即係介紹下佢,即係例如佢又講俾你知,話,誒,其實都有好多HongKongU嘅,即係有啲HongKongU嘅同學呢都喺度做噉樣.	喀.	即係好有成就噉樣囖講佢哋,係嘞.
AA07	aa07-1579e26e9e412230cc6f	FC-020_v.cha	451	XXB	嘅question	u+xn	噉佢呢噉跟住又會有條in-interview嘅question噉樣喇.	喀,喀.	噉呢就即係俾一個case你.
AA07	aa07-5e3b41f4bcf10cae86ca	FC-020_v.cha	461	XXB	嘅作者	u+n	即係佢就要你假設你自己係哩個書嘅作者噉樣.	哦.	噉你就唔知睇下你點樣做去promote本書噉樣囖.
AA07	aa07-3b57d17c2ad97473fe4d	FC-020_v.cha	466	XXA	嘅人	u+n	即係好似當你係一個推銷嘅人噉樣喇.	噉你又prepare晒嘞,噉呢跟住你就要入-即係噉你就入去同佢講噉樣囖.	係嚹,係嚹.
AA07	aa07-4875c274833aa810d40d	FC-020_v.cha	479	XXB	嘅時候	u+n	噉呢就因為-因為你琴日呢做完你嘅firstpart嘅時候呢,佢會覺得有啲乜嘢-即係佢覺得有啲乜嘢冇答到𡃉呢,噉佢就會俾啲hints你噉樣嘅.	喀,喀.	喀,喀,喀.
AA07	aa07-f2e5686fce7ada6a41da	FC-020_v.cha	481	XXA	嘅嘢	u+n	即係佢有個modelanswer噉樣嘅嘢嘞.	喀,喀,喀.	係嘞.
AA07	aa07-003a415707b8e77f6084	FC-020_v.cha	539	XXB	嘅software	u+xn	噉technical嗰part呢就係要你知道點樣去請,即係點樣譬如份工要求啲乜嘢電腦嘅software.	係.	喀.
AA07	aa07-83e43ed420209ec7a6d0	FC-020_v.cha	547	XXB	嘅人選	u+n	噉佢就話,佢話點解會請咁少人呢,佢話佢只會請一個,佢話如果有適合嘅人選呢,就會請兩個.	係啊,係啊.	佢話但係頂晒窿𡃉嚹噉講.
AA07	aa07-f4b133830f5c5f720c1b	FC-022a_v.cha	12	XXB	嘅打算	u+vn	暫時冇噉嘅打算,或者遲啲會去.	係嘞,係嘞噉-噉但係你會-有冇諗過去睇呢?	哦,唔係.
AA07	aa07-ffd1e72e0c4f920fbd3a	FC-022a_v.cha	24	XXB	嘅漢	u+jnz	啡色嘅漢英,係商務出版嘅?	誒,啡色嗰本就係漢英嘅.	係嘞.
AA07	aa07-9fb0606ee83b19ad9d1f	FC-022a_v.cha	36	XXB	嘅字典	u+n	誒,你意思係漢英嘅字典?	但係我又覺得呢,嗰啲字典呢,好似,誒,有啲不足之處,我成日覺得.	誒,兩-兩樣都有啊其實.
AA07	aa07-4e97b983133d0a3909de	FC-022a_v.cha	55	XXA	嘅嘢	u+n	"噉佢哋譯嘅嘢又唔同噉樣""吖""嗎."	係嘞,係嘞,係嘞.	係.
AA07	aa07-6e7f799b4409b1bf02e4	FC-022a_v.cha	57	XXA	嘅字	u+n	噉如果帶-帶一本噉又好似冇地名喎,但係如果帶本有地名又舊版喎,噉又可能好多新嘅字都冇擺入去噉樣囖.	係.	係囖.
AA07	aa07-52ed96fb7796522a08e1	FC-022a_v.cha	81	XXB	嘅時候	u+n	喀,噉所以呢就好適合你哋呢考試嘅時候呢係攜帶嘅,因為只係有一本嘅.	喀.	但係會唔會好貴呢?
AA07	aa07-96f326d8fac7eb4c0919	FC-022a_v.cha	83	XXA	嘅字典	u+n	即係哩一類型嘅字典.	但係會唔會好貴呢?	喀.
AA07	aa07-94304da4f510b3f474f2	FC-022a_v.cha	106	XXA	嘅字典	u+n	噉但係譬如我哋平時譬如做功課啊,嗰陣時我又覺得係都需要唔同類型嘅字典喇,噉但係我又應-你覺得我哋作為學生,應唔應該買咁多字典吖,抑或係其實買一本好general嘅,乜嘢都查到普通嘅字典好吖,抑或係普通字典之餘又再加一啲另類嘅?	係,冇錯吖.	譬如專門嘅,譬如話法律啊,誒,或者係講哩一個,誒,自然科學啊.
AA07	aa07-7a9cab0d934716767834	FC-022a_v.cha	106	XXA	嘅字典	u+n	噉但係譬如我哋平時譬如做功課啊,嗰陣時我又覺得係都需要唔同類型嘅字典喇,噉但係我又應-你覺得我哋作為學生,應唔應該買咁多字典吖,抑或係其實買一本好general嘅,乜嘢都查到普通嘅字典好吖,抑或係普通字典之餘又再加一啲另類嘅?	係,冇錯吖.	譬如專門嘅,譬如話法律啊,誒,或者係講哩一個,誒,自然科學啊.
AA07	aa07-cd71c9777549ef78f582	FC-022a_v.cha	112	XXB	嘅字典	u+n	因為呢如果只係買一啲通用嘅字典呢,就只係幫到你,誒,譯一啲好普通嘅文章.	噉呢就不妨呢係多買啲字典.	喀.
AA07	aa07-06d203b0010516bcfeb2	FC-022a_v.cha	112	XXB	嘅文章	u+n	因為呢如果只係買一啲通用嘅字典呢,就只係幫到你,誒,譯一啲好普通嘅文章.	噉呢就不妨呢係多買啲字典.	喀.
AA07	aa07-126b6c23ffaa7cc053fa	FC-022a_v.cha	115	XXB	嘅字典	u+n	噉你就需要一啲專科嘅字典嘅.	嗯.	噉哩一個呢就要睇下你自己嘅用途嘞.
AA07	aa07-ab0ed762fa1ec22c04d2	FC-022a_v.cha	116	XXB	嘅用途	u+n	噉哩一個呢就要睇下你自己嘅用途嘞.	噉你就需要一啲專科嘅字典嘅.	你有啲乜嘢嘅目的呢?
AA07	aa07-74682d975c4b47e3b295	FC-022a_v.cha	117	XXB	嘅目的	u+n	你有啲乜嘢嘅目的呢?	噉哩一個呢就要睇下你自己嘅用途嘞.	噉如果譬如話你做功課嘅時候,有時你會遇到一啲比較專有嘅文章,或者一啲專業啲嘅文章嘅話呢,噉可能你可以去圖書館嗰度呢,揾哩啲字典.
AA07	aa07-17dbbcd677debf5eeb67	FC-022a_v.cha	118	XXB	嘅時候	u+n	噉如果譬如話你做功課嘅時候,有時你會遇到一啲比較專有嘅文章,或者一啲專業啲嘅文章嘅話呢,噉可能你可以去圖書館嗰度呢,揾哩啲字典.	你有啲乜嘢嘅目的呢?	喀.
AA07	aa07-25e7653103a859cf1fec	FC-022a_v.cha	118	XXB	嘅文章	u+n	噉如果譬如話你做功課嘅時候,有時你會遇到一啲比較專有嘅文章,或者一啲專業啲嘅文章嘅話呢,噉可能你可以去圖書館嗰度呢,揾哩啲字典.	你有啲乜嘢嘅目的呢?	喀.
AA07	aa07-35c4193f5482d8df405e	FC-022a_v.cha	118	XXB	嘅文章	u+n	噉如果譬如話你做功課嘅時候,有時你會遇到一啲比較專有嘅文章,或者一啲專業啲嘅文章嘅話呢,噉可能你可以去圖書館嗰度呢,揾哩啲字典.	你有啲乜嘢嘅目的呢?	喀.
AA07	aa07-c553bfda0524e2411c13	FC-022a_v.cha	120	XXB	嘅時候	u+n	但係當你出來工作嘅時候呢,或者如果你經常都需要係應付哩一類專科嘅文章嘅時候呢,我諗你就要需要考慮要買啲專業嘅字典嘞.	喀.	
AA07	aa07-34afea76d2cf50f4f4f6	FC-022a_v.cha	120	XXB	嘅文章	u+n	但係當你出來工作嘅時候呢,或者如果你經常都需要係應付哩一類專科嘅文章嘅時候呢,我諗你就要需要考慮要買啲專業嘅字典嘞.	喀.	
AA07	aa07-22712dcf71b5e7e2bdef	FC-022a_v.cha	120	XXB	嘅時候	u+n	但係當你出來工作嘅時候呢,或者如果你經常都需要係應付哩一類專科嘅文章嘅時候呢,我諗你就要需要考慮要買啲專業嘅字典嘞.	喀.	
AA07	aa07-1bb5ee3144972763dcd9	FC-022a_v.cha	120	XXB	嘅字典	u+n	但係當你出來工作嘅時候呢,或者如果你經常都需要係應付哩一類專科嘅文章嘅時候呢,我諗你就要需要考慮要買啲專業嘅字典嘞.	喀.	
AA07	aa07-7fbe5e47d1484f904b97	FC-022b_v.cha	3	XXB	嘅財政	u+n	而係你哋要因應你哋自己嘅財政能力來到決定.	喀.	哦!係喇.
AA07	aa07-f8633d810b0c883c91d2	FC-022b_v.cha	13	XXB	嘅用途	u+n	噉所以呢就要睇下你哋嘅用途,同埋你哋嘅能力而定嘞.	嗯.	喀喀喀喀.
AA07	aa07-b7f0a20207d32a4de707	FC-022b_v.cha	13	XXB	嘅能力	u+n	噉所以呢就要睇下你哋嘅用途,同埋你哋嘅能力而定嘞.	嗯.	喀喀喀喀.
AA07	aa07-aa579977ef0c046fcff6	FC-022b_v.cha	21	XXA	嘅啲	u+q	即係都幾齊嘅啲字.	係.	嗯.
AA07	aa07-f2e46f001b8984a19944	FC-022b_v.cha	32	XXB	嘅字	u+n	噉你就可以𠻺好快噉樣查到你需要嘅字嘞.	喀.	喀.
AA07	aa07-cbace68516aef05b5f40	FC-022b_v.cha	34	XXB	嘅好處	u+n	噉正如頭先講呢,就哩一本書呢𠻺有佢嘅好處,但係亦都有不足之處嘅.	喀.	係啊.
AA07	aa07-5eb049a7a299c1177bf1	FC-022b_v.cha	36	XXB	嘅名詞	u+n	噉佢就係有一啲字呢,或者係深啲嘅名詞,或者係,誒,中國大陸嘅用語呢,係冇收到落去嘅.	係啊.	喀.
AA07	aa07-42916f4d84ff77b8ecc1	FC-022b_v.cha	36	XXB	嘅用語	u+n	噉佢就係有一啲字呢,或者係深啲嘅名詞,或者係,誒,中國大陸嘅用語呢,係冇收到落去嘅.	係啊.	喀.
AA07	aa07-45a1652e0c28f554dd83	FC-022b_v.cha	38	XXB	嘅字典	u+n	噉嘅時候呢,我諗你就要考慮買一本比較新近嘅字典.	喀.	"噉我而家手頭上有嘅呢就係叫做""漢英大辭典""."
AA07	aa07-9dd46bfd618eacf71c12	FC-022b_v.cha	43	XXB	嘅辭條	u+n	誒,我覺得比起商務嗰本呢,誒,嘅辭條係多啲.	即係比起我講嗰本好啲.	喀.
AA07	aa07-653501bc67760f691c31	FC-022b_v.cha	45	XXB	嘅內容	u+n	同埋佢嘅內容呢係比較新啲.	喀.	喀.
AA07	aa07-b5f14df3a5e34e981394	FC-022b_v.cha	51	XXB	嘅年期	u+n	噉嘅出版嘅年期我已經唔記得咗嘞.	喀.	噉但係呢就,佢係幾值得買嘅.
AA07	aa07-67d38b01baacd92ef99c	FC-022b_v.cha	61	XXA	嘅同學	u+n	噉但係我有一次就同啲同學一齊,即係同啲讀翻譯嘅同學一齊返去深圳度買吖嗎.	係.	嗯.
AA07	aa07-d8dd34f221c50555b260	FC-022b_v.cha	87	XXB	嘅辭典	u+n	噉呢,係佛教嘅辭典來嘅.	喀,即係佛教名詞嘅.	哦.
AA07	aa07-c401082d263b7b807304	FC-022b_v.cha	89	XXB	嘅辭典	u+n	噉呢,就係一啲專科嘅辭典喇.	哦.	喀喀喀.
AA07	aa07-18a7c8471838086ebc30	FC-022b_v.cha	114	XXA	嘅時候	u+n	但係我喺香港我聽啲-因為我哋-我讀YearTwo嘅時候呢,都有一個course係Syntax噉樣喇.	係.	係.
AA07	aa07-eac973edfeaa3ce94ea5	FC-022b_v.cha	119	XXB	嘅書名	u+n	你嗰本書嘅書名係乜嘢?	噉我覺得,嘩!佢就話俾我聽喺香港買呢要成千幾蚊喎.	誒,我都唔係好記得,誒,係,誒,係阿Mike𡃉.
AA07	aa07-b146a799c88d2a1e88d5	FC-022b_v.cha	142	XXB	嘅書局	u+n	因為呢就如果喺大嘅書局,頭先我講嘅深圳書城啊之類呢,佢裏邊有好多種類型嘅書籍𡃉.	係嘞.	噉除咗係工具書呢,其他嘅,譬如話係一啲教科書啊,或者其他嘅書,都係,誒,即係好值得我哋睇下,考慮下會唔會買呢噉.
AA07	aa07-e93e0a3dbeeadc1531ad	FC-022b_v.cha	142	XXB	嘅深圳	u+ns	因為呢就如果喺大嘅書局,頭先我講嘅深圳書城啊之類呢,佢裏邊有好多種類型嘅書籍𡃉.	係嘞.	噉除咗係工具書呢,其他嘅,譬如話係一啲教科書啊,或者其他嘅書,都係,誒,即係好值得我哋睇下,考慮下會唔會買呢噉.
AA07	aa07-893b33f6777e270a0cf6	FC-022b_v.cha	142	XXB	嘅書籍	u+n	因為呢就如果喺大嘅書局,頭先我講嘅深圳書城啊之類呢,佢裏邊有好多種類型嘅書籍𡃉.	係嘞.	噉除咗係工具書呢,其他嘅,譬如話係一啲教科書啊,或者其他嘅書,都係,誒,即係好值得我哋睇下,考慮下會唔會買呢噉.
AA07	aa07-df6c14f201c4f31a0569	FC-022b_v.cha	143	XXB	嘅書	u+n	噉除咗係工具書呢,其他嘅,譬如話係一啲教科書啊,或者其他嘅書,都係,誒,即係好值得我哋睇下,考慮下會唔會買呢噉.	因為呢就如果喺大嘅書局,頭先我講嘅深圳書城啊之類呢,佢裏邊有好多種類型嘅書籍𡃉.	喀.
AA07	aa07-9f6b940b2e907d3e8087	FC-022b_v.cha	162	XXA	嘅內容	u+n	噉我覺得嗰-佢裏邊嘅內容呢,其實嗰本字典嘅內容係一模一樣𡃉𡃓.	嗯.	係.
AA07	aa07-5415c1c72cbf9a0a35ee	FC-022b_v.cha	162	XXA	嘅內容	u+n	噉我覺得嗰-佢裏邊嘅內容呢,其實嗰本字典嘅內容係一模一樣𡃉𡃓.	嗯.	係.
AA07	aa07-64a4b9271dc771c1bb14	FC-022b_v.cha	164	XXA	嘅嘢	u+n	"因為我查過嗰本書,跟住又睇返自己個光碟,佢嘅解釋啊,各方面嘅嘢""都係""一樣囖."	係.	噉你覺得點樣睇呢?
AA07	aa07-a91cce77d742c512b558	FC-022b_v.cha	168	XXB	嘅用途	u+n	噉光碟嘅用途喺邊啊?	誒,我會覺得應該查字典會好啲嘅,即係查本書會好過查光碟嘅.	誒,我唔知可能佢係,即係第一個,另外一種途徑俾你去用噉樣喇.
AA07	aa07-8b7ae423d6f1465a8465	FC-022b_v.cha	172	XXB	嘅時候	u+n	噉但係如果你用光碟嘅時候,你咪需要有一部電腦.	噉又要揾地方擺喇,但係你一隻磁碟好薄啊,好少地方已經擺到吖嗎.	但係而家通常啲人都會有電腦囖,屋企.
AA07	aa07-84c601fe6e8c0dd43d73	FC-022b_v.cha	181	XXA	嘅功能	u+n	噉我覺得而家啲電子辭典喇,同埋光碟,噉佢有發聲嘅功能𠺢嗎.	係.	嗯.
AA07	aa07-fd7d7a6bf9c5e8dddfe4	FC-022b_v.cha	185	XXB	嘅人仕	u+n	誒,會唔會係一啲,𠻺,講英文嘅人仕,誒,發音嘅呢,或者係讀出來嘅呢?	佢可能即係比起以前好耐,譬如幾年之前,或者十年之前呢,佢哋嗰個發音呢係標準咗好多我覺得.	係啊,係啊.
AA07	aa07-d801c0b7e5ebe089879e	FC-022b_v.cha	188	XXA	嘅讀音	u+n	真係好似係嗰啲,誒,nativespeaker嗰一啲人嘅讀音囖.	係啊,係啊.	係.
AA07	aa07-f62888f157eb33d91ff5	FC-022b_v.cha	193	XXA	嘅電子	u+n	嗰啲新嗰啲,誒,誒,誒,即係快譯通啊嗰啲噉樣嘅電子辭典囖.	係.	我覺得都幾好囖.
AA07	aa07-0625e8dbd6bc4b0c44b0	FC-022b_v.cha	200	XXB	嘅電子	u+n	噉,誒,或者如果你揾到一部好嘅電子辭典呢,噉或者你介紹俾我呢,我都我都考慮下.	不過我自己呢就都冇買到.	喀,但係我以前有聽過呢,張先生呢講過話啲電子辭典喎.
AA07	aa07-c3dab114045d9f95f440	FC-022b_v.cha	218	XXA	嘅作用	u+n	佢話譬如我哋做翻譯嘅,嗰啲辭典嘅作用就唔大囖,只不過譬如好-俾到好快嘅一個解釋俾你.	係.	係.
AA07	aa07-b13638c6f69555aecae9	FC-022b_v.cha	220	XXA	嘅語氣	u+n	但係如果你真係要譯,深入去認識,因為我哋譯嘢呢都要睇佢嗰個嗰篇文章嘅-佢嘅語氣啊,誒,誒,誒,係一啲正式嘅文體啊,抑或係一啲比較,誒,casual啲嘅文體囖.	係.	嗯.
AA07	aa07-67ad0806500e1720a42c	FC-022b_v.cha	220	XXA	嘅文體	u+n	但係如果你真係要譯,深入去認識,因為我哋譯嘢呢都要睇佢嗰個嗰篇文章嘅-佢嘅語氣啊,誒,誒,誒,係一啲正式嘅文體啊,抑或係一啲比較,誒,casual啲嘅文體囖.	係.	嗯.
AA07	aa07-250ef5bb8f025ddf3657	FC-022b_v.cha	220	XXA	嘅文體	u+n	但係如果你真係要譯,深入去認識,因為我哋譯嘢呢都要睇佢嗰個嗰篇文章嘅-佢嘅語氣啊,誒,誒,誒,係一啲正式嘅文體啊,抑或係一啲比較,誒,casual啲嘅文體囖.	係.	嗯.
AA07	aa07-9799e78bd97fee8cb781	FC-022b_v.cha	228	XXB	嘅幫助	u+vn	電子辭典呢似乎對我哋嘅幫助就唔係咁大嘞.	嗯.	喀,喀,喀.
AA07	aa07-6cb1c09ce9bf831863a3	FC-022b_v.cha	233	XXB	嘅資料	u+n	噉哩一啲都係,誒,電子辭典呢似乎俾唔到我哋嘅有關嘅資料𡃉.	喀.	係啊,係啊.
AA07	aa07-7ecedfafa1bb08d5d05e	FC-022b_v.cha	239	XXA	嘅講法	u+n	我都好同意你嘅講法.	係啊.	噉電子辭典呢就係,即係都係一種工具來嘅唧.
AA07	aa07-94e72b03589e722068d4	FC-025_v.cha	4	XXZ	嘅經歷	u+vn	你不如講吓你今朝去貨櫃碼頭嘅經歷來聽吓.	講今朝參觀貨櫃碼頭嗰啲嘢呀,係嗎?	經歷來聽呀?
AA07	aa07-56143a34b4ea6fef0f7d	FC-025_v.cha	93	XXY	嘅公司	u+n	有幾間唔同嘅公司.	MTL啊噉樣.	幾間公司.
AA07	aa07-460fc658f5844260d472	FC-025_v.cha	96	XXX	嘅公司	u+n	貨櫃嘅公司.	喀.	係喇.
AA07	aa07-51fd4fff56441e43e359	FC-025_v.cha	100	XXY	嘅公司	u+n	噉佢咪講返佢MTL嘅公司,即係幾多年-我唔記得咗幾多年嚹已經.	噉我去嗰間係MTL來𡃉.	唔知好似都成幾十年𡃉嚹有.
AA07	aa07-6a5075b04b41fbe136f4	FC-025_v.cha	114	XXY	嘅Safety	u+xn	今次呢就係SafetyServiceGroup嘅SafetySpecialistGroup啊.	噉講啲嘢technical啲嘅講啲嘢.	SSG啊又係.
AA07	aa07-e24ad86d5ed610657611	FC-025_v.cha	130	XXY	嘅嘢	u+n	講吓佢哋間公司嗰啲架構,關於安全方面嘅嘢當然係.	噉𠻺講啲安全嗰啲嘢喇.	喀.
AA07	aa07-a69a6bcb1f5198a33206	FC-025_v.cha	132	XXY	嘅廢話	u+n	噉𠻺講完一大輪嘅廢話.	喀.	跟住就上去controlcentre度睇囖.
AA07	aa07-6c854b84462b088231ee	FC-025_v.cha	141	XXY	嘅情況	u+n	噉𠻺trip,行啊行,跟住咪睇吓啲人落貨嘅情況啊噉樣囖.	跟住𠻺落去嗰度trip吓噉樣囖.	喀.
AA07	aa07-fde1d09dd9c40562ee27	FC-025_v.cha	149	XXY	嘅認識	u+vn	唓我唔知佢係想係即係表現吓佢自己對哩行嘅認識多吖,定係乜嘢.	又猛咁問喎.	係噉問埋晒啲呢讕係呢即係淨係佢做嗰啲先識嗰啲嘢呢.
AA07	aa07-dd0821f5c3d320f90e12	FC-025_v.cha	164	XXY	嘅Group	u+xn	"問佢哋""咦你哋冇啲獨立嘅Group係for-""嗰啲叫乜嘢啊?"	阿李浩賢先勁啊,係噉問啲Safety嗰啲嘢啊,係噉問啊.	Accidentinvestigation嗰啲呢.
AA07	aa07-e342bc49708dd1738896	FC-025_v.cha	171	XXY	嘅嘢	u+n	猛咁喺度問,問埋嗰啲噉嘅嘢喎,吖喺度.	Safety嗰啲.	跟住佢又係噉答.
AA07	aa07-fcf1e1336a74a5e7edf2	FC-025_v.cha	193	XXY	嘅時候	u+n	一係除咗喺哩啲時候同塞車嘅時候之外.	出電話,有幾可用吖?	咪啱囖.
AA07	aa07-46dfd62219c954fc61f8	FC-025_v.cha	273	XXX	嘅signal	u+xn	成Group嘅signal,Groupsignal,唔知乜鬼.	GroupSpec-唔知乜.	唔知modellation嗰啲噉樣啊.
AA07	aa07-8e14da71f0bde09480f7	FC-025_v.cha	293	XXX	嘅嘢	u+n	Safety嘅嘢我諗我熟過你啊.	唔好啊,唔好.	Safety嗰啲?
AA07	aa07-7b4f2184f58c930b8d14	FC-025_v.cha	353	XXY	嘅地方	u+n	應該去啲好高級嘅地方𡃉佢,會唔會啊?	喺邊度飲茶啊話時話?	冇喎,反而.
AA07	aa07-a92745a4537c77ac9629	FC-025_v.cha	475	XXY	嘅時候	u+n	等我收工嘅時候呢,六點幾啊.	阿艾爾頓無端端call我喎.	我當時喺巴士上面.
AA07	aa07-62dd34753d641b903e7a	FC-025_v.cha	578	XXY	嘅engin	u+xjn	噉樣另外呢,有一個新來嘅係我哋全部嘅engindepartment呢我哋公認係最細嘅,年紀.	男朋友未必好.	因為暫時都未有一個細過佢.
AA07	aa07-e697a933dad4639d63d3	FC-025_v.cha	641	XXX	嘅疤痕	u+n	一條條嘅疤痕.	疤痕一條條𡃉.	跟住我見到有類似心臟嘅物體啊.
AA07	aa07-8e9a17aa96a5d1289eb9	FC-025_v.cha	642	XXX	嘅物體	u+n	跟住我見到有類似心臟嘅物體啊.	一條條嘅疤痕.	係咩?
AA07	aa07-48959e06817e94640f11	FC-025_v.cha	658	XXY	嘅注意力	u+n	你影響到啲人啲工作嘅注意力啊.	啱.	啱.
AA07	aa07-f559299446dee629072c	FC-025_v.cha	697	XXY	嘅事宜	u+n	嘩噉我要即刻乜嘢,準備吓去旅行嘅事宜先得嚹要,既然係噉.	係咩?	你隨時去北京囖.
AA07	aa07-9b67da3a11e5533826fa	FC-025_v.cha	765	XXY	嘅T恤	u+n	我好耐未着過有領嘅T恤嚹今年.	反而係?	唔係今年,係近哩幾年.
AA07	aa07-fa7320193507a178ec99	FC-025_v.cha	789	XXZ	嘅意思	u+n	掹嘅意思係乜嘢呢?	噉應該都有得掹𠸏,呵?	即係會和好如初囖.
AA07	aa07-1122b4b7eb01802535e3	FC-025_v.cha	794	XXY	嘅時候	u+n	我冇理由知道你哋初嘅時候係點樣𠿪.	你哋兩個啲嘢應該你哋清楚啲吖.	算嚹算嚹.
AA07	aa07-98bfff2f9e49f38f0665	FC-026_v2.cha	84	XXJ	嘅嘢	u+n	噉都想即係長期settledown睇下可唔可以學到啲比較即係實際啲嘅嘢囖.	即係有啲嘢學下囖.	噉𠻺係.
AA07	aa07-3126841e6b4cff7aa987	FC-026_v2.cha	96	XXJ	嘅嘢	u+n	噉你就可以,例如,識多啲朋友喇,誒,同埋你識得越多朋友嘅其實嗰啲朋友可能又識嘅嘢又多呢,噉你變咗你會聽佢哋講下嘢噉咪識多啲喇.	喀.	噉𠻺係.
AA07	aa07-53ab98f9adf37f886b7f	FC-027_v2.cha	168	XXB	嘅原因	u+n	如果你係唔讀醫嘅話,你嘅原因係喺邊呢?	我冇話一定會讀喎而家真係.	原因?
AA07	aa07-53dbcc7bdf49d063161a	FC-027_v2.cha	180	XXB	嘅criteria	u+xn	哦噉如果你揀大學嘅話,你以乜嘢來做你嘅criteria呢?	"你""入""返HumanBio啫嗎."	揀科先囖.
AA07	aa07-127e224b6f066782274d	FC-027_v2.cha	453	XXA	嘅英文	u+nz	只係識多啲深嘅英文.	只係一名基督徒.	佢都唔識嗰啲skills𠸏.
AA07	aa07-2afec4dec55c3e1d6a9e	FC-027_v2.cha	593	XXB	嘅口味	u+n	比較美國人嘅口味喇.	Batman都係差唔多喇.	不過我最主要都係睇下佐治古尼同埋阿Robin叫乜嘢名?
AA07	aa07-89f6bf9e82addca881a9	FC-027_v2.cha	655	XXA	嘅Form	u+xn	最遲嘅Formtwo喇.	Formonetwo囖.	最遲都Formtwo呀?
AA07	aa07-3b40ea23f329533343d4	FC-027_v2.cha	720	XXB	嘅時候	u+n	嘩但你哋-,佢喺英國嗰邊嘅時候,好熟𡃉喎.	有講一次囖.	成日寫信.
AA07	aa07-983aa6e115b9edfea7a0	FC-027_v2.cha	722	XXA	嘅人	u+n	"ei3噉寫信啫,噉香港嘅人寫""""啫嗎."	成日寫信.	哦,佢實冇喺BodyShop幫我買嘢喇.
AA07	aa07-5d966b4b7d37f3879e3d	FC-028_v2.cha	37	XXB	嘅嘉年華會	u+n	滅罪禁毒委員會嘅嘉年華會.	係佢搞𡃉嗎個誒十一月嗰個乜嘢啊?	哦,喂你知唔知阿Jenny呢原來除咗ALO之外呢,EO都有offer.
AA07	aa07-9a4be6744a213b4b7583	FC-028_v2.cha	66	XXB	嘅嘢	u+n	類似咁上下嗰啲噉嘅嘢喇,啫政務處入邊最大嗰個.	即係唔係DO啊.	哦!佢又好喇.
AA07	aa07-327a9730b9932d9c5217	FC-028_v2.cha	185	XXB	嘅意思	u+n	有少少噉嘅意思喇.	即係噉講.	喀.
AA07	aa07-0241d437e2bc7512334a	FC-028_v2.cha	199	XXB	嘅意思	u+n	喂!佢話冇乜邊個得罪邊個喎,你諗清楚哩句嘢嘅意思.	噉即係冇講過嘢喎.	"""冇乜邊個得罪邊個喎""."
AA07	aa07-a02224d8a5bd1cdb4867	FC-028_v2.cha	205	XXB	嘅意思	u+n	諗清楚啲,你讀語文你應該知哩個,哩句說話嘅意思𡃉喎.	噉即係你得罪佢囖可能.	我唔知啊.
