pattern	lane	primary_claim_type	status	confidence	action	external_description_scope	lane_external_reference_count	pattern_specific_external_source_count	natural_attestation_status	external_corpus_candidate_hit_count	external_corpus_clean_root_hit_count	external_corpus_document_count	external_corpus_collection_count	exact_accepted_fixture_surface_match_count	accepted_fixture_count	accepted_fixture_origin_count	runtime_code_reference_count	research_master_label_mention_count	native_validation_scope	native_naturalness_source_count	native_naturalness_judgment_count	native_naturalness_acceptable_count	native_naturalness_rejected_count	native_naturalness_sentence_ids	native_naturalness_conflict_sentence_ids	native_analysis_validation_count	native_naturalness_scope	native_conflict_disposition	negative_boundary_evidence	held_out_performance	alternative_analyses	language_claim	parser_representation_decision	parser_heuristic	audit_trigger	audit_note
ConditionalClause	LANE-02	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_and_research_before_retention	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	4	10	5	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N114		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by ConditionalClause; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses ConditionalClause as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose ConditionalClause; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
CoordinatedNP	LANE-06	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	10	0	none_recorded	0	0	0	0	0	0	0	9	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by CoordinatedNP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses CoordinatedNP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose CoordinatedNP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
CopularANotAQuestion	LANE-07	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	7	0	none_recorded	0	0	0	0	0	0	0	5	4	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by CopularANotAQuestion; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses CopularANotAQuestion as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose CopularANotAQuestion; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
CopularIdentificationFrame	LANE-10	parser_representation_decision	parser_heuristic	low	retain_as_representation_only	lane_level	11	0	candidate_hits_unreviewed	1	1	1	1	0	2	1	7	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by CopularIdentificationFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses CopularIdentificationFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose CopularIdentificationFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
CopularRelationFrame	LANE-10	parser_representation_decision	parser_heuristic	low	retain_as_representation_only	lane_level	11	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	1	1	12	0	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	1	1	0	CS160-N003		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by CopularRelationFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses CopularRelationFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose CopularRelationFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
CoverbFrame	LANE-01	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	8	0	native_surface_acceptability_candidate_not_analysis_validated	0	0	0	0	0	5	12	11	10	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	3	3	0	CS160-P0-01;CS160-N114;CS160-N065		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by CoverbFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses CoverbFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose CoverbFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DefinitionComplement	LANE-10	parser_representation_decision	parser_heuristic	low	retain_internal_bounded_definition_child_nonlicensing	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	2	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DefinitionComplement; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DefinitionComplement only as a bounded internal child inside DefinitionExplanatoryFrame.	DefinitionComplement cannot independently create a definition reading, noun phrase, argument role, or hidden nominal material.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DefinitionExplanatoryFrame	LANE-10	parser_representation_decision	parser_heuristic	low	retain_as_representation_only	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	7	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DefinitionExplanatoryFrame; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DefinitionExplanatoryFrame as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DefinitionExplanatoryFrame; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DegreeMannerAdverbial	LANE-10	cantonese_language_claim	research_pending	low	retain_but_quarantine_from_new_grammar_acceptance	lane_level	11	0	native_surface_acceptability_candidate_not_analysis_validated	3	1	2	2	0	3	1	4	6	ONE_SPEAKER_SENTENCE_NATURALNESS_ONLY_NOT_ANALYSIS_VALIDATION	1	2	2	0	CS160-N035;CS160-N034		0	acceptable_surface_judgments_only	none	fixture_level_not_provenance_linked	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DegreeMannerAdverbial; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DegreeMannerAdverbial as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DegreeMannerAdverbial; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DegreeMannerModifiedVP	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	2	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DegreeMannerModifiedVP; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DegreeMannerModifiedVP as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DegreeMannerModifiedVP; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
DegreeModifiedLexicalStative	LANE-10	cantonese_language_claim	unsupported_generalization	unsupported	quarantine_unexercised_runtime_path	lane_level	11	0	none_recorded	0	0	0	0	0	0	0	5	0	NOT_ESTABLISHED	0	0	0	0			0	NOT_ESTABLISHED	none	none_recorded	NOT_ESTABLISHED	LANE_LEVEL_ONLY	Cantonese may instantiate the structural family represented by DegreeModifiedLexicalStative; exact productivity and boundaries require pattern-specific independent evidence.	Canto Span uses DegreeModifiedLexicalStative as an internal node label to preserve spans, roles, or relations; the label itself is not asserted to be standard linguistic terminology.	When its current surface and slot cues match, the parser may choose DegreeModifiedLexicalStative; this operational decision remains defeasible and must not be treated as language fact.	new pattern-specific source, reviewed natural attestation, held-out result, native/expert analysis, or doctrine contradiction	Automated fixture success and parser corpus hits are not semantic validation. No row is fully productive-accepted in this baseline.
